situation,clue,polarity
I bring my son to his first day of school . ,he will be the youngest in the class .,0
I bring my son to his first day of school . ,I can't stay with him to protect him .,0
I bring my son to his first day of school . ,his disability .,0
I bring my son to his first day of school . ,he is very shy .,0
I bring my son to his first day of school . ,he will be the only one in the family to go to school .,0
I bring my son to his first day of school . ,he has  never been to school before .,0
I bring my son to his first day of school . ,he is the youngest in his class,0
I bring my son to his first day of school . ,he's scared of new environments .,0
I bring my son to his first day of school . ,he's never been to school .,0
I bring my son to his first day of school . ,school is very scary for him .,0
I notice my boss is crying and I bring tissues to her . ,she is the boss .,0
I notice my boss is crying and I bring tissues to her . ,I am the one who brought tissues to her .,0
I notice my boss is crying and I bring tissues to her . ,it happens often .,0
I notice my boss is crying and I bring tissues to her . ,I am not supposed to see my boss crying .,0
I notice my boss is crying and I bring tissues to her . ,she is crying in the office .,0
I notice my boss is crying and I bring tissues to her . ,she is having a bad day .,0
I notice my boss is crying and I bring tissues to her . ,I genuinely care about her,0
I notice my boss is crying and I bring tissues to her . ,I want her to think I'm a nice person .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I wasn't prepared .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I am not a veterinarian .,0
I brought a tear to my eye when I saw the pain my dog was in . ,the cancer is too aggressive .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I couldn't save him .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I couldn't care for him properly .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't even handle seeing my dog in pain .,0
I brought a tear to my eye when I saw the pain my dog was in . ,the veterinary said she had to be put down .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't handle her death .,0
I brought a tear to my eye when I saw the pain my dog was in . ,the cancer was too aggressive .,0
I brought a tear to my eye when I saw the pain my dog was in . ,she was in so much pain .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't stand to see her in pain .,0
I brought a tear to my eye when I saw the pain my dog was in . ,she had a terminal illness .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't handle seeing things in pain .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't bear to see living creatures in pain .,0
I brought a tear to my eye when I saw the pain my dog was in . ,I can't handle being emotionally attached to something .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it is now a part of my past .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it is now someone else's house .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",I miss it so much .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it brought back so many memories .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it looks exactly the same as it did when my family lived there .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",homes in my childhood neighborhood are now too expensive .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",it's so expensive .,0
"After seeing my childhood home for the first time in years , I bring tears to my eyes . ",houses in that area are too expensive .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,he's allergic to dogs .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I can't keep her .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I'm allergic to dogs and can't keep her myself .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I'm not allowed to have pets where I live .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,that's what he said he would do .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,that's what he originally wanted .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I'm really not a dog person .,0
I brought home my ex-boyfriend's dog because he was moving out of the country and couldn't take her with him . ,I'm not used to taking care of dogs .,0
